AFRICA,Eastern and South-Eastern Asia,160605
AFRICA,Eastern Africa,9858396
AFRICA,Dominican Republic,0
AFRICA,Dominica,11
AFRICA,Djibouti,3208
AFRICA,Denmark*,2627
AFRICA,Democratic Republic of the Congo,1804509
AFRICA,Dem. People's Republic of Korea,3910
AFRICA,Czechia,960
AFRICA,Cyprus,667
AFRICA,Cuba,3529
AFRICA,Croatia,1621
AFRICA,Côte d'Ivoire,967186
AFRICA,Costa Rica,108
AFRICA,Congo,121662
AFRICA,Comoros,135666
AFRICA,Colombia,2656
AFRICA,"China, Taiwan Province of China",1876
AFRICA,"China, Hong Kong SAR",598
AFRICA,China,97417
AFRICA,Chile,2320
AFRICA,Chad,283824
AFRICA,Central Asia,6585
AFRICA,Central and Southern Asia,167668
AFRICA,Central America,1449
AFRICA,Central African Republic,904824
AFRICA,Caribbean,13912
AFRICA,Canada,8506
AFRICA,Cameroon,176069
AFRICA,Cambodia,7
AFRICA,Cabo Verde,18208
AFRICA,Burundi,538391
AFRICA,Burkina Faso,2033940
AFRICA,Bulgaria,799
AFRICA,British Virgin Islands*,1922
AFRICA,Brazil,3588
AFRICA,Botswana,14684
AFRICA,Bosnia and Herzegovina,1816
AFRICA,Bolivia (Plurinational State of),3
AFRICA,Bhutan,1
AFRICA,Benin,690990
AFRICA,Belize,0
AFRICA,Belgium,7900
AFRICA,Belarus,1078
AFRICA,Barbados,9
AFRICA,Bangladesh,41558
AFRICA,Bahrain,1189
AFRICA,Bahamas,64
AFRICA,Azerbaijan,3
AFRICA,Austria,3131
AFRICA,Australia/New Zealand,7485
AFRICA,Australia/New Zealand,7485
AFRICA,Australia*,6383
AFRICA,ASIA,1294273
AFRICA,Armenia,634
AFRICA,Argentina,1041
AFRICA,Antigua and Barbuda,4654
AFRICA,Angola,383419
AFRICA,Andorra,1355
AFRICA,American Samoa*,1573
AFRICA,Algeria,47763
AFRICA,Albania,2253
AFRICA,AFRICA,25050945
AFRICA,Afghanistan,4424
Albania,Western Asia,1746
Albania,Upper-middle-income countries,2220
Albania,United States of America*,2114
Albania,Türkiye,1746
Albania,Southern Europe,36568
Albania,Others,5142
Albania,NORTHERN AMERICA,2921
Albania,Northern Africa and Western Asia,1746
Albania,North Macedonia,474
Albania,More developed regions,39489
Albania,Middle-income countries,2220
Albania,Low-and-middle-income countries,2220
Albania,"Less developed regions, excluding least developed countries",1746
Albania,"Less developed regions, excluding China",1746
Albania,Less developed regions,1746
Albania,Land-locked Developing Countries (LLDC),474
Albania,Italy,7928
Albania,High-income countries,39015
Albania,High-and-upper-middle-income countries,41235
Albania,Greece,28166
Albania,Europe and Northern America,39489
Albania,EUROPE,36568
Albania,Canada,807
Albania,ASIA,1746
Algeria,Yemen,2404
Algeria,Western Sahara,168862
Algeria,Western Europe,1352
Algeria,Western Asia,59123
Algeria,Upper-middle-income countries,45470
Algeria,United States of America*,1111
Algeria,United Kingdom*,810
Algeria,Syrian Arab Republic,8038
Algeria,Sudan,1623
Algeria,Sub-Saharan Africa,11773
Algeria,State of Palestine,32225
Algeria,Southern Europe,751
Algeria,South-Eastern Asia,2357
Algeria,Somalia,11773
Algeria,Saudi Arabia,3992
Algeria,Russian Federation,813
Algeria,Others,8519
Algeria,Northern Europe,810
Algeria,NORTHERN AMERICA,1111
Algeria,Northern Africa and Western Asia,231972
Algeria,Northern Africa,172849
Algeria,No income group available,168862
Algeria,More developed regions,4837
Algeria,Middle-income countries,49008
Algeria,Malaysia,890
Algeria,Low-income countries,23838
Algeria,Lower-middle-income countries,3538
Algeria,Low-and-middle-income countries,72846
Algeria,Low-and-Lower-middle-income countries,27376
Algeria,Libya,2364
Algeria,"Less developed regions, excluding least developed countries",230302
Algeria,"Less developed regions, excluding China",246102
Algeria,Less developed regions,246102
Algeria,Lebanon,1242
Algeria,Least developed countries,15800
Algeria,Kuwait,1215
Algeria,Jordan,2296
Algeria,Italy,751
Algeria,Iraq,7711
Algeria,Indonesia,1467
Algeria,High-income countries,9231
Algeria,High-and-upper-middle-income countries,54701
Algeria,Germany,789
Algeria,France*,563
Algeria,Europe and Northern America,4837
Algeria,EUROPE,3726
Algeria,Eastern Europe,813
Algeria,Eastern and South-Eastern Asia,2357
Algeria,Eastern Africa,11773
Algeria,ASIA,61480
Algeria,AFRICA,184622
American Samoa*,Viet Nam,211
American Samoa*,Upper-middle-income countries,2230
American Samoa*,United States of America*,2565
American Samoa*,Tonga,1296
American Samoa*,Tokelau*,19
American Samoa*,South-Eastern Asia,1333
American Samoa*,Small Island Developing States (SIDS),17560
American Samoa*,Samoa,15931
American Samoa*,Republic of Korea,296
American Samoa*,Polynesia*,17246
American Samoa*,Philippines,1122
American Samoa*,Others,583
American Samoa*,Oceania (excluding Australia and New Zealand),17579
American Samoa*,OCEANIA,18306
American Samoa*,NORTHERN AMERICA,2565
American Samoa*,No income group available,19
American Samoa*,New Zealand*,727
American Samoa*,More developed regions,3292
American Samoa*,Middle-income countries,19494
American Samoa*,Melanesia,333
American Samoa*,Lower-middle-income countries,17264
American Samoa*,Low-and-middle-income countries,19494
American Samoa*,Low-and-Lower-middle-income countries,17264
American Samoa*,"Less developed regions, excluding least developed countries",19809
American Samoa*,"Less developed regions, excluding China",19208
American Samoa*,Less developed regions,19809
American Samoa*,High-income countries,3588
American Samoa*,High-and-upper-middle-income countries,5818
American Samoa*,Fiji,333
American Samoa*,Europe and Northern America,2565
American Samoa*,Eastern Asia,897
American Samoa*,Eastern and South-Eastern Asia,2230
American Samoa*,China,601
American Samoa*,Australia/New Zealand,727
American Samoa*,Australia/New Zealand,727
American Samoa*,ASIA,2230
Andorra,Western Europe,5454
Andorra,Uruguay,115
Andorra,Upper-middle-income countries,780
Andorra,United States of America*,119
Andorra,United Kingdom*,1206
Andorra,Switzerland,90
Andorra,Sweden,54
Andorra,Spain*,23577
Andorra,Southern Europe,36351
Andorra,South-Eastern Asia,485
Andorra,South America,1138
Andorra,Portugal,12251
Andorra,Philippines,485
Andorra,Others,2866
Andorra,OCEANIA,73
Andorra,Northern Europe,1386
Andorra,NORTHERN AMERICA,119
Andorra,Northern Africa and Western Asia,536
Andorra,Northern Africa,536
Andorra,Netherlands*,278
Andorra,Morocco,536
Andorra,More developed regions,43383
Andorra,Middle-income countries,1801
Andorra,Lower-middle-income countries,1021
Andorra,Low-and-middle-income countries,1801
Andorra,Low-and-Lower-middle-income countries,1021
Andorra,"Less developed regions, excluding least developed countries",2159
Andorra,"Less developed regions, excluding China",2159
Andorra,Less developed regions,2159
Andorra,Latin America and the Caribbean,1138
Andorra,LATIN AMERICA AND THE CARIBBEAN,1138
Andorra,Italy,523
Andorra,High-income countries,43741
Andorra,High-and-upper-middle-income countries,44521
Andorra,Germany,387
Andorra,France*,4455
Andorra,Europe and Northern America,43310
Andorra,EUROPE,43191
Andorra,Eastern and South-Eastern Asia,485
Andorra,Denmark*,126
Andorra,Chile,243
Andorra,Belgium,244
Andorra,Australia/New Zealand,73
Andorra,Australia/New Zealand,73
Andorra,Australia*,73
Andorra,ASIA,485
Andorra,Argentina,780
Andorra,AFRICA,536
Angola,Zambia,316
Angola,Western Africa,41225
Angola,Upper-middle-income countries,7404
Angola,Sub-Saharan Africa,153810
Angola,Southern Europe,5454
Angola,Southern Africa,7404
Angola,South Africa,6487
Angola,Small Island Developing States (SIDS),16559
Angola,Sao Tome and Principe,7062
Angola,Rwanda,1299
Angola,Portugal,5454
Angola,Others,517243
Angola,Namibia,917
Angola,Mozambique,256
Angola,More developed regions,5454
Angola,Middle-income countries,57098
Angola,Middle Africa,103310
Angola,Low-income countries,96712
Angola,Lower-middle-income countries,49694
Angola,Low-and-middle-income countries,153810
Angola,Low-and-Lower-middle-income countries,146406
Angola,"Less developed regions, excluding least developed countries",31023
Angola,"Less developed regions, excluding China",153810
Angola,Less developed regions,153810
Angola,Least developed countries,122787
Angola,Land-locked Developing Countries (LLDC),3562
Angola,High-income countries,5454
Angola,High-and-upper-middle-income countries,12858
Angola,Guinea,18697
Angola,Europe and Northern America,5454
Angola,EUROPE,5454
Angola,Eastern Africa,1871
Angola,Democratic Republic of the Congo,93210
Angola,Côte d'Ivoire,13031
Angola,Congo,1091
Angola,Chad,1947
Angola,Cabo Verde,9497
Angola,AFRICA,153810
Anguilla*,Upper-middle-income countries,1204
Anguilla*,United States Virgin Islands*,437
Anguilla*,United States of America*,490
Anguilla*,United Kingdom*,450
Anguilla*,South America,411
Anguilla*,Small Island Developing States (SIDS),3334
Anguilla*,Saint Kitts and Nevis,975
Anguilla*,Others,1584
Anguilla*,Northern Europe,450
Anguilla*,NORTHERN AMERICA,550
Anguilla*,No income group available,307
Anguilla*,More developed regions,1000
Anguilla*,Montserrat*,307
Anguilla*,Middle-income countries,1204
Anguilla*,Low-and-middle-income countries,1204
Anguilla*,"Less developed regions, excluding least developed countries",3334
Anguilla*,"Less developed regions, excluding China",3334
Anguilla*,Less developed regions,3334
Anguilla*,Latin America and the Caribbean,3334
Anguilla*,LATIN AMERICA AND THE CARIBBEAN,3334
Anguilla*,Jamaica,500
Anguilla*,High-income countries,2823
Anguilla*,High-and-upper-middle-income countries,4027
Anguilla*,Guyana,411
Anguilla*,Europe and Northern America,1000
Anguilla*,EUROPE,450
Anguilla*,Dominican Republic,704
Anguilla*,Caribbean,2923
Anguilla*,Canada,60
Antigua and Barbuda,Western Europe,147
Antigua and Barbuda,Western Asia,321
Antigua and Barbuda,Western Africa,73
Antigua and Barbuda,Venezuela (Bolivarian Republic of),40
Antigua and Barbuda,Upper-middle-income countries,13617
Antigua and Barbuda,United States Virgin Islands*,770
Antigua and Barbuda,United States of America*,2850
Antigua and Barbuda,United Kingdom*,1076
Antigua and Barbuda,Turks and Caicos Islands*,5
Antigua and Barbuda,Trinidad and Tobago,780
Antigua and Barbuda,Syrian Arab Republic,263
Antigua and Barbuda,Suriname,47
Antigua and Barbuda,Sub-Saharan Africa,215
Antigua and Barbuda,Spain*,11
Antigua and Barbuda,Southern Europe,87
Antigua and Barbuda,Southern Asia,84
Antigua and Barbuda,Southern Africa,47
Antigua and Barbuda,South America,7155
Antigua and Barbuda,South Africa,47
Antigua and Barbuda,Small Island Developing States (SIDS),24495
Antigua and Barbuda,Sint Maarten (Dutch part)*,23
Antigua and Barbuda,Saint Vincent and the Grenadines,994
Antigua and Barbuda,Saint Lucia,732
Antigua and Barbuda,Saint Kitts and Nevis,515
Antigua and Barbuda,Puerto Rico*,56
Antigua and Barbuda,Pakistan,0
Antigua and Barbuda,Others,474
Antigua and Barbuda,OCEANIA,17
Antigua and Barbuda,Northern Europe,1076
Antigua and Barbuda,NORTHERN AMERICA,3333
Antigua and Barbuda,Northern Africa and Western Asia,330
Antigua and Barbuda,Northern Africa,9
Antigua and Barbuda,No income group available,1323
Antigua and Barbuda,Nigeria,41
Antigua and Barbuda,New Zealand*,11
Antigua and Barbuda,Netherlands*,16
Antigua and Barbuda,More developed regions,4680
Antigua and Barbuda,Montserrat*,1233
Antigua and Barbuda,Middle-income countries,13881
Antigua and Barbuda,Mexico,4
Antigua and Barbuda,Martinique*,4
Antigua and Barbuda,Low-income countries,358
Antigua and Barbuda,Lower-middle-income countries,264
Antigua and Barbuda,Low-and-middle-income countries,14239
Antigua and Barbuda,Low-and-Lower-middle-income countries,622
Antigua and Barbuda,"Less developed regions, excluding least developed countries",25190
Antigua and Barbuda,"Less developed regions, excluding China",25175
Antigua and Barbuda,Less developed regions,25319
Antigua and Barbuda,Lebanon,58
Antigua and Barbuda,Least developed countries,129
Antigua and Barbuda,Latin America and the Caribbean,24546
Antigua and Barbuda,LATIN AMERICA AND THE CARIBBEAN,24546
Antigua and Barbuda,Land-locked Developing Countries (LLDC),95
Antigua and Barbuda,Japan,20
Antigua and Barbuda,Jamaica,4328
Antigua and Barbuda,Italy,76
Antigua and Barbuda,India,84
Antigua and Barbuda,Honduras,6
Antigua and Barbuda,High-income countries,14356
Antigua and Barbuda,High-and-upper-middle-income countries,27973
Antigua and Barbuda,Haiti,34
Antigua and Barbuda,Guyana,7064
Antigua and Barbuda,Guadeloupe*,81
Antigua and Barbuda,Grenada,206
Antigua and Barbuda,Ghana,32
Antigua and Barbuda,Germany,88
Antigua and Barbuda,French Guiana*,4
Antigua and Barbuda,France*,43
Antigua and Barbuda,Europe and Northern America,4643
Antigua and Barbuda,EUROPE,1310
Antigua and Barbuda,Ethiopia,95
Antigua and Barbuda,Egypt,9
Antigua and Barbuda,Eastern Asia,164
Antigua and Barbuda,Eastern and South-Eastern Asia,164
Antigua and Barbuda,Eastern Africa,95
Antigua and Barbuda,Dominican Republic,1934
Antigua and Barbuda,Dominica,5148
Antigua and Barbuda,Curaçao*,19
Antigua and Barbuda,Cuba,20
Antigua and Barbuda,China,144
Antigua and Barbuda,Central and Southern Asia,84
Antigua and Barbuda,Central America,23
Antigua and Barbuda,Caribbean,17368
Antigua and Barbuda,Canada,470
Antigua and Barbuda,British Virgin Islands*,104
Antigua and Barbuda,"Bonaire, Sint Eustatius and Saba*",10
Antigua and Barbuda,Bermuda*,13
Antigua and Barbuda,Belize,13
Antigua and Barbuda,Barbados,327
Antigua and Barbuda,Bahamas,1
Antigua and Barbuda,Australia/New Zealand,17
Antigua and Barbuda,Australia/New Zealand,17
Antigua and Barbuda,Australia*,6
Antigua and Barbuda,ASIA,569
Antigua and Barbuda,Aruba*,4
Antigua and Barbuda,Anguilla*,40
Antigua and Barbuda,AFRICA,224
Argentina,Western Europe,12640
Argentina,Western Asia,5514
Argentina,Western Africa,1267
Argentina,Venezuela (Bolivarian Republic of),192595
Argentina,Uruguay,91485
Argentina,Upper-middle-income countries,834328
Argentina,United States of America*,14917
Argentina,United Kingdom*,2014
Argentina,Ukraine*,3706
Argentina,Türkiye,650
Argentina,Syrian Arab Republic,1338
Argentina,Switzerland,1260
Argentina,Sweden,609
Argentina,Sub-Saharan Africa,1708
Argentina,State of Palestine,215
Argentina,Spain*,54371
Argentina,Southern Europe,115174
Argentina,Southern Asia,227
Argentina,Southern Africa,441
Argentina,South-Eastern Asia,618
Argentina,South America,1550287
Argentina,South Africa,441
Argentina,Small Island Developing States (SIDS),14417
Argentina,Slovenia,580
Argentina,Slovakia,220
Argentina,Serbia*,10
Argentina,Senegal,1267
Argentina,Russian Federation,2271
Argentina,Romania,10
Argentina,Republic of Korea,5368
Argentina,Puerto Rico*,389
Argentina,Portugal,3723
Argentina,Poland,1870
Argentina,Peru,156019
Argentina,Paraguay,517429
Argentina,Panama,598
Argentina,Others,180186
Argentina,OCEANIA,914
Argentina,Norway*,287
Argentina,Northern Europe,4349
Argentina,NORTHERN AMERICA,16398
Argentina,Northern Africa and Western Asia,6293
Argentina,Northern Africa,779
Argentina,No income group available,192595
Argentina,Nicaragua,304
Argentina,New Zealand*,255
Argentina,Netherlands*,774
Argentina,Morocco,252
Argentina,More developed regions,160847
Argentina,Montenegro,1342
Argentina,Middle-income countries,1181226
Argentina,Mexico,5941
Argentina,Low-income countries,6785
Argentina,Lower-middle-income countries,346898
Argentina,Low-and-middle-income countries,1188011
Argentina,Low-and-Lower-middle-income countries,353683
Argentina,Lithuania,403
Argentina,"Less developed regions, excluding least developed countries",1613331
Argentina,"Less developed regions, excluding China",1593955
Argentina,Less developed regions,1617006
Argentina,Lebanon,616
Argentina,Least developed countries,3675
Argentina,Latin America and the Caribbean,1574294
Argentina,LATIN AMERICA AND THE CARIBBEAN,1574294
Argentina,Lao People's Democratic Republic,618
Argentina,Land-locked Developing Countries (LLDC),855948
Argentina,Japan,2909
Argentina,Italy,53584
Argentina,Israel,1455
Argentina,Ireland,340
Argentina,Iran (Islamic Republic of),227
Argentina,Hungary,10
Argentina,Honduras,574
Argentina,High-income countries,397247
Argentina,High-and-upper-middle-income countries,1231575
Argentina,Haiti,1790
Argentina,Guatemala,553
Argentina,Greece,799
Argentina,Germany,4642
Argentina,France*,4394
Argentina,Europe and Northern America,157024
Argentina,EUROPE,140626
Argentina,Estonia,224
Argentina,El Salvador,901
Argentina,Egypt,298
Argentina,Ecuador,9704
Argentina,Eastern Europe,8463
Argentina,Eastern Asia,36775
Argentina,Eastern and South-Eastern Asia,37393
Argentina,Dominican Republic,8231
Argentina,Denmark*,472
Argentina,Dem. People's Republic of Korea,5447
Argentina,Czechia,10
Argentina,Cyprus,356
Argentina,Cuba,4007
Argentina,Croatia,765
Argentina,Costa Rica,719
Argentina,Colombia,53163
Argentina,"China, Taiwan Province of China",3096
Argentina,China,19955
Argentina,Chile,141348
Argentina,Central and Southern Asia,227
Argentina,Central America,9590
Argentina,Caribbean,14417
Argentina,Canada,1481
Argentina,Bulgaria,366
Argentina,Brazil,51527
Argentina,Bolivia (Plurinational State of),337017
Argentina,Belgium,776
Argentina,Austria,794
Argentina,Australia/New Zealand,914
Argentina,Australia/New Zealand,914
Argentina,Australia*,659
Argentina,ASIA,43134
Argentina,Armenia,884
Argentina,Algeria,229
Argentina,AFRICA,2487
Armenia,Western Europe,530
Armenia,Western Asia,227489
Armenia,Uzbekistan,789
Armenia,Upper-middle-income countries,240565
Armenia,Ukraine*,2668
Armenia,Turkmenistan,723
Armenia,Türkiye,52
Armenia,Syrian Arab Republic,6993
Armenia,Southern Europe,10
Armenia,Southern Asia,6793
Armenia,Russian Federation,19330
Armenia,Others,15603
Armenia,Northern Africa and Western Asia,227489
Armenia,More developed regions,22538
Armenia,Middle-income countries,251509
Armenia,Low-income countries,6993
Armenia,Lower-middle-income countries,10944
Armenia,Low-and-middle-income countries,258502
Armenia,Low-and-Lower-middle-income countries,17937
Armenia,"Less developed regions, excluding least developed countries",236504
Armenia,"Less developed regions, excluding China",236504
Armenia,Less developed regions,236504
Armenia,Lebanon,694
Armenia,Land-locked Developing Countries (LLDC),189643
Armenia,Kazakhstan,710
Armenia,Iraq,1346
Armenia,Iran (Islamic Republic of),6793
Armenia,High-income countries,540
Armenia,High-and-upper-middle-income countries,241105
Armenia,Greece,10
Armenia,Germany,530
Armenia,Georgia,30983
Armenia,Europe and Northern America,22538
Armenia,EUROPE,22538
Armenia,Eastern Europe,21998
Armenia,Central Asia,2222
Armenia,Central and Southern Asia,9015
Armenia,Azerbaijan,187421
Armenia,ASIA,236504
Aruba*,Western Europe,7032
Aruba*,Western Asia,15
Aruba*,Venezuela (Bolivarian Republic of),23312
Aruba*,Upper-middle-income countries,29022
Aruba*,United States of America*,937
Aruba*,Türkiye,15
Aruba*,Suriname,2049
Aruba*,Southern Europe,250
Aruba*,Southern Asia,505
Aruba*,South-Eastern Asia,1537
Aruba*,South America,42525
Aruba*,Small Island Developing States (SIDS),18339
Aruba*,Sint Maarten (Dutch part)*,1075
Aruba*,Saint Vincent and the Grenadines,173
Aruba*,Portugal,250
Aruba*,Philippines,1537
Aruba*,Peru,1739
Aruba*,Others,2500
Aruba*,NORTHERN AMERICA,937
Aruba*,Northern Africa and Western Asia,15
Aruba*,No income group available,23766
Aruba*,Nicaragua,163
Aruba*,Netherlands*,7032
Aruba*,More developed regions,8219
Aruba*,Middle-income countries,33728
Aruba*,Lower-middle-income countries,4706
Aruba*,Low-and-middle-income countries,33728
Aruba*,Low-and-Lower-middle-income countries,4706
Aruba*,"Less developed regions, excluding least developed countries",60274
Aruba*,"Less developed regions, excluding China",61047
Aruba*,Less developed regions,62775
Aruba*,Least developed countries,2501
Aruba*,Latin America and the Caribbean,58990
Aruba*,LATIN AMERICA AND THE CARIBBEAN,58990
Aruba*,Jamaica,1142
Aruba*,India,505
Aruba*,High-income countries,13500
Aruba*,High-and-upper-middle-income countries,42522
Aruba*,Haiti,2501
Aruba*,Guyana,442
Aruba*,Grenada,394
Aruba*,Europe and Northern America,8219
Aruba*,EUROPE,7282
Aruba*,Eastern Asia,1728
Aruba*,Eastern and South-Eastern Asia,3265
Aruba*,Dominican Republic,6636
Aruba*,Dominica,163
Aruba*,Curaçao*,3764
Aruba*,Colombia,14983
Aruba*,China,1728
Aruba*,Central and Southern Asia,505
Aruba*,Central America,163
Aruba*,Caribbean,16302
Aruba*,"Bonaire, Sint Eustatius and Saba*",454
Aruba*,ASIA,3785
ASIA,Zimbabwe,3230
ASIA,Zambia,2122
ASIA,Yemen,2431547
ASIA,Western Europe,830584
ASIA,Western Asia,16051046
ASIA,Western Africa,102117
ASIA,Viet Nam,1334833
ASIA,Venezuela (Bolivarian Republic of),7719
ASIA,Uzbekistan,1057710
ASIA,Uruguay,7775
ASIA,Upper-middle-income countries,21547817
ASIA,United States Virgin Islands*,20
ASIA,United States of America*,539489
ASIA,United Republic of Tanzania,22978
ASIA,United Kingdom*,387212
ASIA,United Arab Emirates,95588
ASIA,Ukraine*,496933
ASIA,Uganda,1983
ASIA,Turkmenistan,247066
ASIA,Türkiye,131623
ASIA,Tunisia,62548
ASIA,Trinidad and Tobago,14
ASIA,Timor-Leste,95603
ASIA,Thailand,541570
ASIA,Tajikistan,59878
ASIA,Syrian Arab Republic,6847008
ASIA,Switzerland,25674
ASIA,Sweden,5930
ASIA,Suriname,1
ASIA,Sudan,1199302
ASIA,Sub-Saharan Africa,1002725
ASIA,State of Palestine,3743379
ASIA,Sri Lanka,788328
ASIA,Spain*,9890
ASIA,Southern Europe,133871
ASIA,Southern Asia,33142234
ASIA,Southern Africa,30300
ASIA,South-Eastern Asia,15465289
ASIA,South Sudan,21553
ASIA,South America,396066
ASIA,South Africa,30293
ASIA,Somalia,382938
ASIA,Small Island Developing States (SIDS),227494
ASIA,Slovenia,14
